cpu_t0,memory_t0,disk_t0,temperature_t0,errors_t0,response_time_t0,network_t0,uptime_t0,processes_t0,threads_t0,cpu_t1,memory_t1,disk_t1,temperature_t1,errors_t1,response_time_t1,network_t1,uptime_t1,processes_t1,threads_t1,cpu_t2,memory_t2,disk_t2,temperature_t2,errors_t2,response_time_t2,network_t2,uptime_t2,processes_t2,threads_t2,cpu_t3,memory_t3,disk_t3,temperature_t3,errors_t3,response_time_t3,network_t3,uptime_t3,processes_t3,threads_t3,cpu_t4,memory_t4,disk_t4,temperature_t4,errors_t4,response_time_t4,network_t4,uptime_t4,processes_t4,threads_t4,cpu_t5,memory_t5,disk_t5,temperature_t5,errors_t5,response_time_t5,network_t5,uptime_t5,processes_t5,threads_t5,cpu_t6,memory_t6,disk_t6,temperature_t6,errors_t6,response_time_t6,network_t6,uptime_t6,processes_t6,threads_t6,cpu_t7,memory_t7,disk_t7,temperature_t7,errors_t7,response_time_t7,network_t7,uptime_t7,processes_t7,threads_t7,cpu_t8,memory_t8,disk_t8,temperature_t8,errors_t8,response_time_t8,network_t8,uptime_t8,processes_t8,threads_t8,cpu_t9,memory_t9,disk_t9,temperature_t9,errors_t9,response_time_t9,network_t9,uptime_t9,processes_t9,threads_t9,label
27.44,49.01,40.54,42.35,1.16,96.47,1001.21,203.12,58.71,118.58,36.81,51.33,44.29,46.81,-2.52,94.84,1031.48,194.03,60.09,124.35,40.52,51.99,41.15,53.27,0.81,90.55,1067.7,187.7,65.85,135.63,45.66,56.97,44.91,58.08,1.45,89.49,1098.71,183.58,71.27,143.05,54.83,60.52,41.92,67.24,2.75,83.42,1135.65,177.42,72.7,147.13,54.52,62.15,43.39,68.04,1.13,81.7,1165.86,173.36,79.92,150.64,60.85,64.63,49.25,73.43,4.82,72.34,1198.72,166.35,79.95,159.65,67.45,62.07,49.54,76.23,6.16,70.63,1233.99,159.64,81.18,166.56,73.78,66.16,49.23,85.7,5.47,65.2,1265.73,153.53,85.66,172.18,78.76,70.12,47.33,84.61,7.85,60.18,1299.69,148.0,90.63,179.22,1
25.6,52.32,42.0,44.17,3.64,98.3,1003.26,199.12,58.19,119.21,35.28,53.6,40.96,51.46,-3.9,96.91,1031.67,194.85,66.19,125.65,39.65,53.86,41.7,53.93,2.94,89.95,1068.98,188.47,66.28,134.83,47.5,52.51,43.42,58.86,-0.27,88.0,1097.97,182.27,68.6,139.7,59.4,58.4,47.07,63.52,0.05,86.03,1135.43,180.66,72.92,145.57,56.17,59.91,46.72,65.25,3.06,80.52,1165.81,170.88,73.15,153.03,64.55,64.17,45.53,72.68,2.27,72.42,1201.06,164.89,79.61,160.03,69.9,63.23,44.65,78.43,3.96,67.94,1230.56,161.4,82.94,168.75,75.62,69.61,47.17,80.44,5.71,65.16,1266.31,154.71,88.05,173.37,78.69,66.8,50.87,86.38,5.36,56.87,1300.27,150.19,91.65,183.56,1
30.91,50.08,37.7,46.51,-0.49,101.07,997.48,201.72,57.46,120.77,36.43,50.22,45.53,48.47,1.1,95.26,1032.63,194.97,63.75,123.67,44.71,52.29,42.4,54.21,-0.25,94.39,1064.6,191.75,69.05,132.27,45.07,58.01,44.6,58.37,1.75,87.28,1099.26,183.74,71.51,140.59,50.42,59.73,41.64,63.16,0.13,82.41,1129.85,176.12,71.36,144.66,59.25,61.04,41.33,65.57,1.2,77.55,1166.61,175.87,76.63,153.27,62.75,62.79,47.25,72.14,3.47,74.25,1198.34,166.18,81.68,162.11,70.59,69.73,49.15,74.73,5.17,67.4,1232.88,159.39,80.84,168.56,73.81,66.27,48.0,76.85,5.16,66.42,1268.54,153.58,89.73,172.88,80.06,69.26,50.03,87.15,6.93,60.54,1299.83,151.14,89.95,180.21,1
31.0,48.85,41.2,44.79,-1.8,103.03,1001.06,196.99,63.37,120.81,34.76,54.52,42.69,48.54,-3.71,96.37,1033.35,196.06,64.07,126.6,38.38,58.44,44.87,54.73,1.84,93.21,1067.41,186.65,68.18,136.53,47.53,56.19,42.88,59.4,1.27,86.12,1099.83,182.51,69.7,139.21,52.11,57.46,44.95,63.12,3.06,81.26,1133.22,179.94,71.93,145.72,54.8,64.52,51.87,66.26,4.03,80.24,1161.97,170.93,76.45,153.24,63.61,62.68,49.46,72.65,6.92,70.91,1199.37,168.71,83.36,162.25,68.42,66.31,47.9,76.05,1.68,67.49,1235.47,156.3,85.66,160.71,74.56,66.55,46.49,79.51,5.95,65.42,1265.66,155.05,85.0,171.08,82.12,72.35,49.65,84.28,3.53,61.94,1300.87,149.66,91.5,181.56,1
29.24,53.85,39.64,42.73,-0.71,102.95,998.1,198.91,58.47,121.53,33.8,52.78,42.96,50.84,3.61,95.41,1033.15,193.84,62.22,128.61,43.59,54.12,42.35,52.99,1.38,89.3,1066.92,186.42,63.96,132.72,46.07,56.6,42.01,61.26,0.01,88.93,1100.66,182.2,70.69,140.81,49.13,61.06,47.35,62.72,5.55,79.79,1133.39,177.05,73.22,145.72,55.05,59.73,44.79,70.51,0.68,78.92,1166.61,170.85,78.61,155.22,63.17,66.61,48.66,74.28,1.42,71.79,1201.45,168.58,82.76,159.49,71.51,67.49,47.66,78.39,4.0,69.05,1232.27,157.57,80.97,165.63,74.03,69.56,46.06,79.52,6.63,65.04,1265.89,157.06,85.2,174.66,79.97,68.94,50.26,86.34,5.69,61.51,1303.88,148.43,86.13,181.28,1
29.77,49.92,40.98,44.49,-0.33,102.06,1001.77,198.92,59.4,121.38,35.49,49.77,43.33,48.0,3.17,95.62,1030.16,193.68,66.82,126.79,43.17,55.12,45.01,57.68,5.32,91.46,1065.74,191.78,67.98,133.55,40.11,58.55,44.86,55.35,-1.69,86.14,1099.02,183.42,67.44,142.39,56.02,60.94,46.27,60.31,2.66,82.33,1128.81,179.18,79.03,148.34,56.26,57.86,40.67,66.17,2.49,75.88,1169.39,170.18,78.18,153.53,64.72,64.78,45.9,71.16,7.01,76.45,1199.34,166.55,80.82,159.32,67.43,63.59,48.56,76.54,5.98,70.85,1235.27,163.75,85.89,162.89,75.1,71.85,48.65,81.46,1.71,63.4,1265.99,157.34,89.89,171.95,82.8,70.91,47.18,83.89,1.96,61.13,1299.33,148.67,92.69,181.79,1
29.49,50.03,40.28,45.94,4.92,100.18,996.1,200.09,60.25,120.39,31.54,53.15,36.62,48.41,2.29,96.36,1033.98,193.48,60.75,124.88,42.19,52.78,43.65,53.32,2.23,91.08,1065.26,187.55,67.88,130.97,44.73,55.09,45.64,56.94,3.07,89.67,1103.03,183.3,66.14,141.73,51.1,62.2,43.46,62.24,1.18,82.89,1128.94,180.42,73.76,145.89,55.18,60.43,45.84,67.56,1.14,78.75,1166.09,171.97,79.02,154.86,65.06,62.22,42.44,74.48,3.86,72.99,1201.85,169.66,78.62,155.72,68.58,64.17,48.16,77.61,6.22,70.9,1231.12,164.06,85.19,166.49,75.9,64.78,49.64,78.63,3.13,65.31,1270.3,154.42,86.39,172.3,82.7,69.04,51.04,82.79,4.11,58.26,1298.61,153.98,91.4,179.65,1
28.54,49.88,39.61,47.27,-0.31,98.72,1002.29,202.75,57.68,120.84,36.57,48.39,42.34,50.42,2.97,93.42,1030.45,195.9,63.43,124.09,41.33,54.61,48.27,51.77,1.88,91.67,1064.98,190.37,65.67,132.4,48.26,55.71,41.18,55.85,2.83,85.55,1100.9,181.57,70.71,142.09,53.11,58.53,44.81,63.29,0.84,79.65,1137.51,178.74,73.14,144.82,59.5,61.97,44.98,67.07,3.08,76.48,1165.2,168.38,80.11,152.06,62.65,64.12,45.27,73.27,3.26,70.35,1198.75,160.53,77.99,158.25,66.68,67.6,46.82,73.34,5.41,69.33,1234.15,159.94,83.62,168.63,75.25,67.47,48.6,81.27,5.23,65.0,1268.67,153.95,87.6,171.18,78.76,76.47,50.46,82.1,7.74,55.84,1301.17,149.91,89.89,181.01,1
30.22,50.78,43.45,43.87,0.4,101.32,999.69,199.51,58.38,124.38,35.15,52.07,40.55,49.49,1.09,96.3,1035.06,190.46,66.07,126.42,44.02,57.03,45.75,53.35,0.89,91.41,1067.82,191.39,64.79,132.3,47.09,55.03,41.99,57.61,-1.44,86.75,1098.99,180.97,72.49,138.02,50.66,61.32,44.25,64.35,5.66,82.08,1133.93,178.39,75.32,149.56,54.26,63.87,47.09,69.21,2.4,76.87,1168.58,174.35,75.94,152.04,64.9,62.82,46.64,71.25,2.28,71.8,1203.17,168.74,81.07,156.57,69.21,60.45,48.71,79.99,4.4,65.33,1231.38,159.53,84.43,164.32,73.12,68.28,49.1,79.45,4.21,62.99,1269.33,152.74,83.8,171.45,78.16,67.72,49.28,85.16,4.91,59.09,1297.35,148.65,90.69,180.03,1
28.02,47.42,41.15,45.71,-0.14,96.93,1002.27,200.62,61.22,118.24,35.69,49.93,39.94,46.32,0.78,96.69,1031.56,193.69,60.57,123.26,39.03,55.43,41.23,53.54,-1.65,94.26,1069.22,188.01,68.47,133.58,48.24,57.94,43.26,55.17,-2.53,84.27,1098.48,180.94,72.6,141.45,51.65,59.89,41.69,62.01,1.96,80.81,1133.27,176.46,76.64,145.03,55.32,60.15,45.8,67.93,2.28,77.1,1170.76,172.37,74.51,153.6,65.19,62.19,45.36,70.14,4.94,76.23,1204.15,165.1,86.61,160.92,69.99,64.32,46.62,76.13,5.22,66.17,1234.08,160.36,83.42,169.69,78.3,67.27,50.29,82.58,4.71,65.12,1264.47,154.91,83.76,169.98,80.94,69.54,47.51,85.2,6.18,63.16,1300.26,149.8,90.47,180.44,1
31.86,49.39,40.38,48.36,-0.18,99.25,998.94,201.1,58.64,119.74,35.36,54.47,37.91,47.43,-0.96,93.86,1031.4,193.82,57.72,125.98,39.37,54.81,44.46,54.49,0.85,93.36,1067.58,190.49,66.0,131.71,50.17,58.47,42.36,57.94,-0.0,89.25,1097.88,183.11,69.76,139.12,52.37,60.76,45.9,66.11,-0.74,82.53,1136.23,177.45,72.75,145.97,55.16,62.02,44.35,68.65,0.83,77.71,1167.81,171.43,72.87,152.9,63.16,63.89,47.53,74.72,-0.0,72.83,1203.12,166.17,75.57,162.28,66.78,65.86,49.56,77.1,6.18,73.52,1232.74,163.9,84.38,164.39,77.32,65.41,47.73,81.58,1.79,62.99,1268.07,153.56,87.91,171.05,75.06,69.16,49.68,86.29,2.02,62.76,1302.61,151.8,93.6,183.94,1
28.73,50.83,38.18,44.21,-2.21,102.23,1001.15,200.98,60.06,119.94,36.61,50.54,39.8,47.14,2.35,94.9,1033.29,197.0,59.68,126.72,39.94,53.69,42.72,52.82,7.2,92.53,1063.14,188.54,66.77,131.26,46.27,57.53,42.88,58.3,1.91,87.67,1099.69,183.87,72.59,142.2,51.27,59.25,46.19,61.84,-0.32,83.76,1134.93,178.07,74.27,145.33,60.42,61.29,45.17,69.07,1.18,78.41,1167.32,170.95,74.58,151.61,63.92,63.06,47.99,71.39,3.32,74.85,1200.72,168.61,79.58,161.5,71.44,65.5,45.9,76.14,3.22,67.57,1234.5,164.18,85.44,167.21,74.99,65.64,50.57,80.38,7.6,61.79,1267.51,152.03,85.67,172.88,80.98,67.67,49.13,87.05,4.16,60.44,1299.13,147.48,88.85,179.55,1
32.66,51.59,38.07,48.17,0.25,99.54,1000.94,198.55,56.35,119.86,37.17,53.91,38.99,47.09,3.8,96.01,1031.58,192.71,61.8,121.99,42.08,55.1,42.55,56.51,0.82,91.44,1062.7,188.32,67.18,136.67,51.27,55.66,41.84,59.36,3.36,85.2,1098.7,181.32,68.05,141.18,51.26,60.46,42.31,61.74,4.16,80.83,1130.43,178.87,77.59,150.68,55.08,61.39,45.53,65.9,5.16,79.27,1170.45,175.22,75.51,155.14,61.82,63.49,47.61,74.33,5.32,75.03,1197.72,167.03,80.42,160.85,70.04,65.57,46.08,76.78,6.07,68.43,1236.03,158.85,83.38,164.78,74.53,67.21,48.96,80.45,2.23,65.34,1265.48,153.73,89.2,174.13,81.68,69.79,52.04,86.72,8.96,58.08,1301.41,149.91,88.78,181.37,1
28.08,52.6,38.9,40.43,-0.73,95.85,1000.89,201.75,59.22,117.2,38.02,55.38,41.11,48.73,0.94,96.1,1033.96,193.14,60.79,124.83,42.22,54.4,38.57,50.99,0.56,92.64,1066.82,189.3,67.73,130.81,45.3,59.76,43.43,60.13,2.16,89.83,1097.63,184.93,71.7,138.32,53.64,61.12,43.22,64.51,1.21,82.21,1133.6,173.85,74.94,143.94,57.95,59.81,46.52,63.86,-0.33,79.64,1165.81,169.77,72.3,152.32,64.2,60.64,47.73,69.63,3.65,75.75,1201.65,168.84,81.22,160.8,71.68,67.05,44.28,77.92,3.52,70.67,1230.45,159.59,83.2,165.42,71.39,71.22,49.04,77.92,2.22,63.03,1269.01,155.98,86.99,173.44,79.89,64.22,53.89,83.8,5.43,57.6,1301.13,148.0,91.61,179.87,1
27.82,51.84,40.73,45.33,3.77,96.45,1001.05,197.8,58.32,120.24,32.86,56.55,44.58,50.71,0.46,93.67,1032.55,195.86,60.2,123.06,40.02,55.8,42.66,53.38,0.92,89.26,1065.16,187.42,67.22,132.65,45.41,55.36,40.59,56.79,2.61,88.72,1099.89,186.43,71.64,140.32,53.43,60.06,42.62,64.32,1.37,78.02,1131.79,172.82,72.39,144.31,57.12,63.53,43.62,72.2,2.89,78.44,1166.01,172.96,77.31,153.08,60.91,62.28,44.6,68.73,2.95,76.2,1201.29,167.8,82.13,158.6,70.51,62.87,47.67,75.45,5.13,67.94,1234.15,165.04,82.63,163.95,76.01,71.37,46.6,80.19,5.05,60.9,1265.6,158.18,87.2,172.08,81.55,68.84,51.21,86.35,7.15,57.75,1302.1,149.18,92.12,181.23,1
31.63,52.24,40.0,44.75,-1.07,103.2,1000.0,202.16,58.71,121.06,33.7,53.77,44.29,51.0,-2.24,97.63,1035.18,190.75,61.41,125.91,42.51,51.75,40.8,53.52,0.87,93.72,1065.14,188.99,70.13,134.5,46.24,57.54,47.92,59.26,-0.1,89.51,1101.97,181.93,72.56,138.15,53.19,60.3,42.79,59.64,2.23,81.62,1136.05,178.04,69.9,146.0,55.58,64.63,40.9,69.55,3.36,73.64,1166.7,169.67,75.17,156.37,63.74,60.0,49.18,75.67,5.64,76.53,1200.38,167.25,77.98,161.0,66.51,61.14,47.37,75.28,6.03,70.81,1234.3,159.11,84.08,170.54,70.8,64.31,49.84,80.55,2.17,63.71,1268.49,153.45,87.81,174.78,80.55,69.37,52.83,85.18,2.33,60.44,1301.89,149.9,90.15,177.83,1
32.27,50.91,41.58,46.46,0.94,97.7,1002.7,201.09,59.79,119.36,38.27,52.08,42.08,56.24,-0.13,93.98,1033.38,196.87,63.68,126.09,40.01,55.27,41.52,50.86,0.84,96.31,1067.94,188.5,64.3,133.33,47.35,55.2,44.51,61.14,0.82,88.5,1101.58,182.84,70.47,136.37,54.15,59.01,41.72,60.97,5.79,79.89,1134.31,173.88,75.05,142.88,59.57,62.44,47.36,71.92,0.39,74.42,1165.51,173.09,75.55,154.03,64.28,62.92,45.09,73.53,1.43,74.57,1197.11,167.77,80.75,164.19,65.62,64.1,43.85,78.9,1.79,68.24,1232.75,161.61,82.32,168.16,73.54,65.34,50.1,79.27,6.79,64.57,1267.0,153.61,86.38,172.81,79.7,71.03,51.9,82.74,6.65,61.83,1307.08,146.9,92.06,180.12,1
28.77,45.58,39.86,44.37,0.09,97.0,1003.38,201.75,60.61,119.58,34.57,50.86,44.42,47.68,3.78,91.19,1033.25,191.55,65.25,125.68,40.49,53.28,43.77,52.57,-0.17,89.11,1066.36,185.23,68.4,134.49,48.17,56.74,46.87,57.96,4.36,86.1,1100.14,184.44,67.73,138.44,49.92,54.48,44.19,59.14,2.46,85.22,1133.02,176.35,69.98,147.48,57.18,62.38,47.19,66.71,3.2,79.61,1172.33,170.07,76.61,153.86,65.1,65.27,41.15,72.03,2.26,70.44,1202.04,164.96,79.27,160.17,66.36,63.21,47.94,73.12,-0.99,70.63,1233.97,162.05,83.34,165.08,71.96,69.94,48.0,76.9,5.52,64.18,1263.67,155.07,86.05,172.91,82.77,69.99,48.62,85.43,2.85,56.62,1298.37,150.3,87.88,180.99,1
28.73,53.75,40.02,42.38,2.82,100.66,1002.05,197.25,59.22,117.93,37.08,51.49,39.16,49.93,0.21,94.23,1032.66,195.95,59.92,126.98,40.39,51.02,41.32,56.62,-2.13,88.97,1067.01,188.74,64.01,136.13,49.19,57.64,41.52,60.12,4.57,87.73,1098.92,184.48,67.34,138.41,54.48,59.93,46.78,60.66,2.78,81.94,1135.54,175.55,72.71,146.42,57.77,60.88,44.44,66.5,0.89,77.79,1172.11,174.51,77.72,155.67,62.71,61.4,47.39,73.33,3.96,73.73,1200.49,163.77,82.12,160.03,70.16,65.9,48.67,72.12,6.83,70.91,1232.17,158.47,85.69,164.55,75.23,69.14,48.23,81.61,0.38,65.35,1264.98,156.31,83.63,170.4,80.81,68.9,53.32,82.39,3.03,59.59,1299.17,152.96,90.4,180.74,1
28.21,49.27,40.33,43.53,0.85,103.01,998.28,197.65,63.11,119.46,35.07,51.52,42.42,49.34,1.0,96.93,1031.93,191.1,64.58,126.41,41.43,51.92,41.69,53.33,5.2,92.43,1067.16,189.32,67.24,133.39,48.32,57.96,42.48,58.16,1.37,86.94,1101.22,184.29,72.11,140.17,53.62,56.28,45.53,61.27,0.81,82.88,1136.54,175.21,74.63,147.68,61.32,60.57,47.96,68.79,3.02,76.56,1165.65,171.46,71.23,155.48,62.51,66.47,46.93,70.6,1.85,73.71,1198.8,167.82,81.99,158.2,73.61,65.17,49.12,76.05,2.56,71.75,1235.83,161.42,82.95,163.99,76.74,66.5,50.68,79.49,4.15,65.21,1264.79,153.9,84.66,174.87,76.3,68.45,51.17,85.43,6.12,59.59,1297.91,151.54,92.05,179.37,1
25.68,50.39,38.45,49.48,-1.33,102.26,997.69,200.91,60.05,124.58,35.37,51.81,41.52,51.45,-3.4,95.44,1034.85,195.53,62.57,128.39,40.67,55.44,43.77,54.42,1.99,93.26,1065.73,188.46,63.88,130.87,47.32,54.1,46.13,61.11,-0.5,85.89,1097.63,183.97,71.67,141.91,51.11,56.01,43.08,64.41,-0.91,80.42,1134.31,176.08,73.94,143.66,55.55,60.49,45.62,64.71,3.4,78.37,1167.6,172.03,74.44,152.34,64.08,64.76,46.5,73.27,5.97,73.92,1197.98,169.65,77.62,158.27,68.64,64.21,46.67,75.57,4.73,67.51,1235.83,161.65,82.93,167.53,72.49,70.04,49.62,76.02,6.37,63.51,1266.1,155.3,88.66,172.7,78.36,71.35,52.17,84.35,-0.65,59.43,1297.53,152.99,89.71,179.91,1
29.92,50.6,41.24,45.56,-3.7,96.93,1002.82,201.21,60.55,121.88,35.45,55.94,38.8,50.24,1.22,94.49,1030.79,197.46,63.15,127.75,43.71,55.05,39.83,54.92,-0.12,89.19,1069.07,188.42,66.05,131.84,45.06,52.51,42.35,57.67,2.86,83.94,1099.09,181.27,72.99,140.84,54.38,60.39,45.99,61.33,1.73,82.12,1132.33,177.95,72.36,146.46,58.63,60.52,47.24,69.02,4.34,75.93,1166.55,170.71,73.55,152.95,66.08,63.7,45.15,73.38,1.16,71.81,1204.38,165.22,77.89,162.54,68.87,65.41,43.79,71.82,2.19,65.95,1231.88,158.51,80.24,166.06,76.63,66.66,48.52,83.64,6.75,65.57,1267.95,155.71,88.61,173.23,82.87,68.56,51.76,83.79,0.91,62.39,1300.89,152.52,89.77,179.56,1
29.0,49.0,41.11,43.99,-0.65,97.21,1003.21,199.82,59.91,119.72,36.42,52.51,43.55,48.29,3.37,93.6,1035.33,196.08,63.66,126.62,40.45,54.36,42.05,52.75,0.58,94.56,1065.48,189.02,68.03,134.79,47.17,54.91,42.5,58.29,-0.65,82.96,1099.28,185.79,72.35,141.19,49.0,60.24,43.97,66.43,3.45,82.21,1135.41,176.76,71.64,148.11,59.05,57.66,46.16,68.38,0.18,79.96,1167.4,171.92,78.24,153.14,60.39,61.14,47.24,70.98,7.66,75.99,1198.41,167.17,81.69,162.51,67.17,64.6,47.36,73.02,3.43,68.9,1232.42,160.92,85.99,165.38,72.94,66.41,45.44,80.1,6.46,64.77,1268.5,154.45,87.44,171.98,79.14,70.5,46.26,84.06,6.48,60.82,1299.85,147.28,90.66,182.98,1
27.05,48.96,36.1,44.81,0.89,100.01,1000.76,201.02,59.59,116.33,36.42,52.03,45.04,50.88,1.21,95.5,1034.84,191.37,63.88,127.57,41.54,55.05,44.98,52.55,1.98,93.1,1068.79,190.29,68.27,133.66,44.63,56.82,42.53,59.62,0.6,88.63,1099.11,181.41,72.01,143.54,48.5,61.55,45.4,60.76,-0.16,80.05,1134.32,178.06,72.59,147.1,62.24,57.58,49.09,66.11,6.69,79.81,1165.07,170.15,74.45,150.65,65.27,63.46,48.91,70.84,2.8,72.49,1198.92,163.43,79.28,160.54,69.36,65.11,45.23,77.7,2.66,67.38,1231.62,162.11,82.72,167.02,70.8,66.8,47.93,80.77,5.07,65.53,1264.34,155.04,86.13,173.77,80.71,69.73,51.12,84.23,4.15,58.93,1302.17,148.56,86.01,180.47,1
31.46,48.94,39.04,43.75,-3.28,100.9,1000.4,201.2,61.72,119.4,38.67,52.91,44.12,48.59,1.93,94.53,1032.06,193.48,59.88,127.95,38.98,52.78,40.78,50.21,0.63,92.64,1065.89,188.52,65.92,132.86,46.4,55.51,45.71,53.77,-0.49,85.63,1098.15,181.57,68.13,137.76,52.5,59.53,45.86,61.9,0.5,81.35,1134.05,177.92,71.06,147.89,58.54,62.85,42.51,66.82,5.46,79.01,1164.45,173.12,72.46,154.94,63.81,64.47,46.58,74.19,-0.16,69.59,1200.55,168.28,81.59,161.54,69.54,63.52,49.63,76.44,0.36,65.84,1230.65,163.3,80.84,167.47,75.86,67.71,48.69,78.52,5.89,65.47,1267.16,155.41,88.02,172.58,77.96,68.66,48.6,88.08,5.54,61.48,1300.98,150.86,92.76,178.13,1
30.98,51.99,37.99,44.12,0.46,93.83,1000.87,200.07,60.79,119.96,37.01,53.72,38.07,50.54,1.26,96.05,1031.57,196.3,62.04,129.8,39.1,54.66,38.81,52.81,-2.33,94.89,1068.85,187.82,65.51,134.07,46.22,57.34,44.36,58.39,-1.61,84.41,1099.27,184.16,69.97,143.6,51.25,58.61,46.32,65.13,3.0,84.26,1131.63,175.73,73.81,153.92,60.14,61.47,45.75,68.49,5.03,81.79,1164.73,171.14,73.31,153.62,64.31,65.32,46.38,71.1,4.44,73.28,1204.98,167.86,77.61,157.2,67.27,65.45,47.83,79.37,1.02,70.9,1235.34,161.28,86.43,167.0,70.62,70.35,49.18,78.35,5.15,67.19,1265.91,154.33,87.07,178.23,78.1,73.19,53.85,85.19,6.09,57.61,1298.43,146.31,86.86,177.77,1
34.43,51.31,41.52,44.53,-0.41,101.59,999.31,199.41,60.5,119.18,31.88,50.34,39.75,48.33,4.17,93.82,1030.07,194.79,65.74,126.1,41.19,53.43,43.83,52.17,0.09,92.56,1068.69,188.26,67.45,133.17,49.71,58.46,45.03,57.16,2.11,86.29,1096.96,184.92,68.7,140.55,52.08,59.09,43.68,64.57,3.53,80.93,1133.57,177.71,72.46,148.99,58.57,61.4,43.19,65.4,4.9,79.78,1165.56,171.29,72.41,155.4,67.29,59.42,41.94,72.02,0.67,70.7,1201.56,167.71,82.06,162.05,72.84,63.67,44.6,74.26,6.06,71.22,1229.9,156.9,83.44,166.67,71.46,69.72,46.53,79.11,1.72,65.48,1268.54,154.49,87.89,168.77,80.12,73.43,48.31,82.86,6.43,59.24,1301.46,150.83,85.31,180.17,1
27.19,49.62,45.32,44.96,1.46,99.35,1000.52,199.99,60.71,116.78,38.74,50.41,41.54,47.6,6.4,99.59,1035.34,194.44,65.76,129.72,43.72,54.43,44.46,53.9,0.63,91.53,1065.72,188.83,69.0,133.57,49.01,55.44,44.24,56.78,4.61,85.37,1099.76,183.95,63.66,138.63,53.53,60.41,46.27,59.89,0.63,83.69,1132.9,179.56,71.44,144.67,59.24,60.66,46.54,68.73,3.1,80.13,1166.16,169.59,75.82,150.67,63.3,62.99,47.35,71.28,2.59,72.5,1197.24,163.66,84.01,162.24,72.58,65.8,47.63,75.09,5.01,70.16,1232.45,159.81,83.89,168.8,76.62,69.54,50.45,83.11,-0.31,63.12,1266.01,158.55,84.6,172.84,80.58,68.32,50.81,86.98,2.84,59.13,1301.13,148.83,90.0,179.78,1
34.76,46.75,40.23,44.54,-0.29,97.37,997.54,199.35,58.91,118.33,34.56,52.36,41.54,47.62,-1.24,98.28,1033.85,191.52,63.37,128.69,40.18,52.75,38.84,51.01,4.21,90.55,1067.12,187.85,68.05,134.59,46.89,58.14,41.8,59.15,-2.21,87.76,1099.77,185.89,70.16,139.98,50.34,60.58,44.03,62.41,1.68,82.22,1133.14,177.86,70.22,148.16,58.57,61.74,44.51,63.71,2.28,75.87,1164.57,169.78,76.02,149.78,63.42,63.02,48.66,71.49,1.37,70.21,1202.55,166.85,79.25,160.89,71.49,68.26,48.28,71.93,6.28,71.62,1235.41,160.45,83.85,165.48,71.72,66.56,46.18,80.19,-0.51,66.56,1264.09,155.16,87.88,171.97,76.31,68.04,47.32,83.7,7.13,59.79,1298.95,150.5,90.98,178.27,1
29.56,52.27,39.78,46.36,1.05,100.93,1004.53,201.18,55.39,119.07,35.26,52.14,42.75,49.71,2.42,96.76,1031.38,191.32,61.49,127.79,42.58,56.23,42.17,52.67,0.43,90.87,1064.98,188.6,69.37,134.06,43.87,61.7,47.86,58.58,0.38,84.62,1100.27,181.02,71.63,140.37,54.47,56.45,44.31,65.9,-0.34,81.17,1133.5,179.89,77.19,149.63,55.35,60.18,43.14,67.45,-0.07,75.99,1168.47,173.13,74.35,154.58,65.32,60.47,47.98,70.97,4.76,74.6,1200.04,167.3,76.97,160.26,68.95,64.85,48.33,73.74,2.62,71.3,1232.82,160.58,85.21,164.47,78.42,68.7,49.49,79.29,6.17,60.91,1269.48,152.7,85.81,171.12,81.03,73.42,51.33,84.29,6.35,63.48,1298.7,147.93,91.86,180.05,1
26.56,52.26,42.53,46.51,-0.86,102.0,1001.8,199.71,60.31,120.19,31.57,52.34,43.05,50.2,4.13,95.5,1033.65,196.42,65.77,128.64,44.94,56.68,41.73,52.61,0.11,91.3,1063.21,188.69,64.56,131.84,43.87,53.27,44.47,60.37,0.98,84.37,1095.98,181.4,69.04,140.29,53.72,55.71,47.18,63.71,2.21,81.2,1132.36,174.71,74.49,146.26,57.96,61.38,46.79,62.91,3.47,77.09,1164.24,175.85,76.51,148.77,61.01,64.58,45.64,71.93,0.61,74.72,1201.08,167.03,79.75,159.63,63.56,64.12,45.1,78.83,2.66,68.77,1233.18,160.06,80.76,167.34,78.43,67.75,48.22,78.6,6.39,66.63,1268.9,155.22,88.83,171.17,79.34,69.11,49.49,82.89,1.75,60.91,1302.49,149.26,88.02,174.72,1
29.29,52.82,41.58,43.36,-0.91,99.95,999.8,198.77,58.6,121.38,31.31,50.91,40.7,52.18,0.66,97.12,1035.52,196.87,61.43,128.76,41.85,55.15,40.58,53.89,0.05,92.75,1066.27,187.54,64.2,134.32,47.78,59.53,41.55,59.57,1.71,89.3,1098.08,184.58,68.85,142.88,47.25,60.21,44.8,60.83,0.11,81.0,1133.75,177.47,70.42,146.09,58.64,63.21,44.24,66.87,2.18,77.68,1168.54,176.8,76.11,153.56,61.26,68.02,44.78,75.56,4.7,74.56,1197.81,168.6,81.2,161.76,69.14,64.64,47.58,77.07,4.72,67.03,1232.46,158.36,84.06,165.46,73.99,67.08,47.97,80.51,7.67,62.84,1268.45,159.26,82.71,170.05,77.65,70.35,48.25,86.58,7.39,63.98,1302.53,148.58,86.33,176.96,1
